FileName,MissingLanguages
"700_अब ढाढ़स बाँधों, यीशु ने कहा है,.xml","eng,tel,tam"
700_உம்மாலேயன்றி ரட்சகா !.xml,"eng,tel,hin"
"701_यहोवा ही प्रभु और ईश्वर,.xml","eng,tel,tam"
703_Prabhuvaa neeve nammakamaina.xml,tam
"703__मैं शीघ्र आनेवाला हूँ_, यीशु ने कहा,.xml","eng,tel,tam"
704_காணாமற் போன என்னை.xml,"eng,tel,hin"
"705_अपने प्रति सावधान रहो ... जागते रहो,.xml","eng,tel,tam"
705_கிருபையே ஆச்சர்யமாய்.xml,"eng,tel,hin"
"706_प्यारा दूल्हा प्रभु यीशु आनेवाला है,.xml","eng,tel,tam"
"706_பாவப் பாரம் நீக்கப்பட்டு,.xml","eng,tel,hin"
"708_हे प्रभु तेरे संग मुझे रहना है,.xml","eng,tel,tam"
709_Mammun shrujinchina devundu.xml,"tam,hin"
"710_सारी सृष्टि के मालिक तुम ही हो,.xml","eng,tel,tam"
710_மகிழ்வோம் மகிழ்வோம் தினம் அகமகிழ்வோம்.xml,"eng,tel,hin"
"711_दे देगा यीशु है नजात, ... सुन पापी बन्दे,.xml","eng,tel,tam"
712_Yesoo nee rakhta neethulu.xml,tam
712_சந்தோஷம் பொங்குதே 2.xml,"eng,tel,hin"
"714_महिमा की आशा यीशु प्रभु है,.xml","eng,tel,tam"
715_आनन्द से स्तुति करूँ.xml,"eng,tel,tam"
716_Antyadinamandu doota boora.xml,hin
"716_तेरा प्रेम कितना अपार है, वर्णन के बाहर है मेरी,.xml","eng,tel,tam"
717_Oho Yerooshalemaa.xml,hin
"717_उदय हुआ दिव्य रक्षक, घोर अंधकार के इस लोक में,.xml","eng,tel,tam"
718_Shree yesu swaamy thirigi.xml,hin
"718_प्रभु यीशु का ग्ण मैं तो गाऊँ,.xml","eng,tel,tam"
719_Yesoo nin joothu.xml,tam
"720_तेरे कूजूर यीशुजी मैं आया आनन्द शान्ति पाने को,.xml","eng,tel,tam"
"721_प्रभु का धन्यवाद करूँगा, उसकी संगति में सदा रहूँगा,.xml","eng,tel,tam"
"722_Lendi randi, bhaavi.xml",tam
"722_यह जीवन यीशु के लिए बलिदान तुझे करना है,.xml","eng,tel,tam"
"723_मंदिर में तेरे जो निवास करते, धन्य हैं, धन्य हैं,.xml","eng,tel,tam"
"724_क्रूस के पास आओ, क्रूस के पास आओ ... २.xml","eng,tel,tam"
"725_जवान सिपाही तू मलायुद्ध कर,.xml","eng,tel,tam"
725_ஜெயங்கொள்ளுகிறவனே.xml,"eng,tel,hin"
"726_तू मेरा दयालु है, मैं तेरी करुणागत हूँ.xml","eng,tel,tam"
726_உலகில் பிரிக்கிறவைகள் எவை—நம்மைக்.xml,"eng,tel,hin"
"727_प्रभु यीशु के पास आओ, तेरा बोझ सब उठा लेगा,.xml","eng,tel,tam"
728_अर्पण करता प्रभु यह जीवन तेरे ही सामर्थी हाथ में.xml,"eng,tel,tam"
728_அளவில்லா மீட்பே அன்பின் ஆழியே!.xml,"eng,tel,hin"
"729_चल रहा था मैं इस जंगली राह में,.xml","eng,tel,tam"
72_கர்த்தருக்குப் பயந்து—அல்லேலூயா.xml,"eng,tel,hin"
730_Prabhuvaa guri yoddake.xml,hin
730_आनन्द से प्रभु तेरी कृपा सभी.xml,"eng,tel,tam"
731_Kristhese mana mahima.xml,"tam,hin"
731_आराधना करूँगा मैं स्तुति करूँगा तुझे भजूँगा.xml,"eng,tel,tam"
732_Prabhuvaina kristulo thandri.xml,"tam,hin"
"732_ईश्वर जिस का रचनेवाला, बनानेवाला भी है,.xml","eng,tel,tam"
733_Parvathamulu tholagi.xml,"tam,hin"
"733_ख्रीष्ट के प्रेम को याद करता हूँ, आभारी हो झुकता हूँ,.xml","eng,tel,tam"
734_Devudu deniki shilpiyunu.xml,"tam,hin"
"734_गुण तेरे प्रभु मैं तो गाऊँगा,.xml","eng,tel,tam"
735_Yesu prabhuva neeve.xml,"tam,hin"
"735_धन्य धन्य प्रभु यीशु स्तुति तेरी हो,.xml","eng,tel,tam"
736_Neevu denini vedakuchunnaavu.xml,"tam,hin"
"736_जीऊँगा मैं प्रभु तेरे लिए,.xml","eng,tel,tam"
737_Yesu nee swaroopamunu.xml,tam
"737_अनुग्रहकारी प्रिय प्रभुजी, तेरी शरण में हम आते हैं.xml","eng,tel,tam"
738_Nee Mandiramunandu.xml,"tam,hin"
738_मुक्ति दिलाये यीशु नाम.xml,"eng,tel,tam"
739_Nammadaginavadavu  nemmadini.xml,"tam,hin"
"739_आओ हम बनाएँगे, गिरी हुई दीवारों को,.xml","eng,tel,tam"
73_கர்த்தருக்குப் பயந்து.xml,"eng,tel,hin"
740_Yehova naina nenu marpuleni.xml,"tam,hin"
"740_हे विश्वासयोग्य ऐ प्रेमी मसीह, प्रभु दिल से, तुझको सराहते हैं,.xml","eng,tel,tam"
741_Yesuni rajyamu adi nischalamainadi.xml,"tam,hin"
"741_चलते चलो आगे बढ़ो सारे,.xml","eng,tel,tam"
742_Sthuthiyinthumu yesu prabhu.xml,"tam,hin"
"742_ऐ मेरे मसीह ये जीवन तू ले, तेरे हाथ में सदा तू यह रख ले,.xml","eng,tel,tam"
743_Jeevamu nitcheda jeevaadhi pathiki.xml,hin
"743_देखो दिन वह आया प्रभु पास चले,.xml","eng,tel,tam"
743_இயேசுவேயென் நேசமுள்ள ஆத்மநேசரே—என்னை.xml,"eng,tel,hin"
744_Naa naadhudaa naa yullamichiti.xml,tam
"744_मैं घटता जाऊँ यीशु तू बढ़ता जाये,.xml","eng,tel,tam"
"745_मुझे याद है मुझे याद है, तेरा आना याद है,.xml","eng,tel,tam"
746_Naa yesu maargamanduna.xml,hin
"746_दिन दिन और महीने सालों के साल बीताते चेले आए हैं,.xml","eng,tel,tam"
747_Trithwa marmamu nerigina.xml,tam
"747_यीशु फिर से आ रहा है,.xml","eng,tel,tam"
747_என் ஜீவன் போகும் நேரம் சமீபம் வந்ததே;.xml,"eng,tel,hin"
748_प्रभुजी निशाने की ओर मैं दौड़ा चला जा रहा हूँ.xml,"eng,tel,tam"
748_என்றும் கர்த்தாவுடன்’.xml,"eng,tel,hin"
"749_प्रभु यीशु तारणहार, दृष्टि तू दे मुझे,.xml","eng,tel,tam"
74_Yehova na stuti kadaruda.xml,"tam,hin"
"750_पावन है वह प्रभु हमारा, उसकी जय जयकार करो,.xml","eng,tel,tam"
"750_பேரின்ப தேசம் பாடுவேன்,.xml","eng,tel,hin"
751_Yaajaka dharamamu nerigi.xml,tam
751_सेवा करना तू सिखा दे.xml,"eng,tel,tam"
751_மேலோகத்தை நாடுகிறோம்.xml,"eng,tel,hin"
"752_राजाओं का राजा, प्रभुओं का प्रभु,.xml","eng,tel,tam"
752_மெய் பக்தரே! நற்செய்தி கேளும்!.xml,"eng,tel,hin"
"753_हे रब्बा ... हे पिता ... मेरा मीरास तू है,.xml","eng,tel,tam"
"754_हे यीशु तेरे प्रेम को, मैं स्मरण करता हूँ,.xml","eng,tel,tam"
756_Ee jagatiki jyotini nenu.xml,tam
75_Ni rekkala catuna saranondedan.xml,"tam,hin"
761_Naa rakshakuni vembadinthu.xml,hin
762_Naa Yesu noppukonanu.xml,hin
766_Youvanudaa santosha.xml,"tam,hin"
767_Kraistava jeevitam.xml,"tam,hin"
767_எண்ணில்லாத கூட்டமாக.xml,"eng,tel,hin"
768_Atma niyamamu dwara.xml,"tam,hin"
768_எருசலேம் நான் ஆசிக்கும்.xml,"eng,tel,hin"
769_Paralokame na swasthyamu.xml,"tam,hin"
769_என்ன அழகான நகரம் அது.xml,"eng,tel,hin"
770_Daivadaasulara meeru dheekshathoda rarandi.xml,"tam,hin"
770_என்ன சுகம் ஆ!ஆ! என்ன சுகம் என்.xml,"eng,tel,hin"
771_Yehova nee gudaramu - praminchuchunanu.xml,"tam,hin"
772_Youvanudaa santosha paduma.xml,"tam,hin"
773_நம் வாசஸ்தலம் அதுவே.xml,"eng,tel,hin"
774_நூதனமான எருசலமே பரிசுத்த பட்டணமாம் 2.xml,"eng,tel,hin"
775_பரலோக நாட்டினின் வாழ்வினிலே.xml,"eng,tel,hin"
776_Meeremi vedakuchunnaru.xml,"tam,hin"
776_பரலோக நாட்டினுள் ஏழை செல்ல.xml,"eng,tel,hin"
777_Youvvanulaaraa mee youvanamul.xml,"tam,hin"
777_பரலோக நாடெந்தென் இன்ப நாடாமெனக்கு.xml,"eng,tel,hin"
778_பரலோகமே என் சொந்தமே.xml,"eng,tel,hin"
77_Stutinchudi stutinchudi aayana.xml,tam
781_Kristu mimmulanu.xml,"tam,hin"
781_வானில் அல்லேலூயா கூட்டமொன்றுண்டு.xml,"eng,tel,hin"
782_Evaru jayinchedaro.xml,"tam,hin"
783_Mahaa devundu.xml,"tam,hin"
784_Stotram stotramu devadi.xml,"tam,hin"
785_Prabhuvuku thaginattu.xml,"tam,hin"
785_எழுந்திடுவீர் நீர் வாலிபரே நாமும்.xml,"eng,tel,hin"
786_Paramavarudu yesu prabhuvu ranai.xml,"tam,hin"
786_வாலிப நாளில் உன் தேவனை தேடி ஓடி வா.xml,"eng,tel,hin"
787_Oppukonti oppukonti - na tappidamulann.xml,"tam,hin"
788_Sampurna gnanamu kaligi atmaphalamu.xml,"tam,hin"
788_காணும் நான் இயேசு ராஜனை.xml,"eng,tel,hin"
789_Ata patala cheta - atu itu tirigedi.xml,"tam,hin"
789_நான் ஜீவ பயணம் போகிறேன்.xml,"eng,tel,hin"
"78_தலைச்சன்களைச் சங்கரித்தவரைத் துதியுங்கள்,.xml","eng,tel,hin"
"790_இயேசுவண்டை சேருவோம் ஒளியில் ஒளியில்,.xml","eng,tel,hin"
791_Grandha vaaghdhaanamulanni.xml,tam
791_இயேசுவண்டை சேரில்.xml,"eng,tel,hin"
792_Ashrestambou - grandhamulo.xml,"tam,hin"
793_Patihmpa shresta.xml,"tam,hin"
793_சின்னஞ்சிறு உள்ளமே நீ.xml,"eng,tel,hin"
794_Aanandam naa kaanandam.xml,"tam,hin"
794_எந்தன் ஆத்தும நேசரே நான்.xml,"eng,tel,hin"
795_Yesune stutinchu.xml,"tam,hin"
795_சர்வ சிருஷ்டிக்கும் எஜமான் நீரே.xml,"eng,tel,hin"
796_Vinthaina Yesu rakshakundu.xml,"tam,hin"
796_என்னன்டை வந்திடாயோ பின்பற்றி வந்திடாயோ (2).xml,"eng,tel,hin"
797_Naadu pranamaa.xml,"tam,hin"
797_கர்த்தர் இயேசு எந்தன் ஜீவன் அவர்.xml,"eng,tel,hin"
798_Stuthi ghanatha mahima.xml,"tam,hin"
798_பாவமன்னிப்பால் பரலோகமே.xml,"eng,tel,hin"
799_Halleluya aa.xml,"tam,hin"
799_கிறிஸ்துவ ஜீவியம் மெய் பாக்ய ஜீவியம்.xml,"eng,tel,hin"
"79_பெரும் ராஜாக்களைச் சங்கரித்தவரைத் துதியுங்கள்,.xml","eng,tel,hin"
7_கர்த்தாவே யார் உம்முடைய.xml,"eng,tel,hin"
800_Naakaanandam kaaranambide paapa.xml,"tam,hin"
800_நான் சீக்கிரமாய் வருகிறேன் கர்த்தர் இயேசு சொன்னார் 2.xml,"eng,tel,hin"
801_Adbutha shakhti kaladu.xml,"tam,hin"
801_உன்னுடைய சாட்சி என்ன_ உன்னுடைய பலி என்ன_ 2.xml,"eng,tel,hin"
802_Nee jeevitha naavalo kristunu.xml,"tam,hin"
803_Yesu theerche naa.xml,"tam,hin"
803_நான் கர்த்தர் நான் மாறாதவர்.xml,"eng,tel,hin"
804_Krupa chetha rakshinchenu.xml,"tam,hin"
804_ஆத்துமாதாயம் செய்ய நீயே.xml,"eng,tel,hin"
805_Poyenu poyenu poyenu.xml,"tam,hin"
805_மங்கா தேவ நதி தண்ணீர் நிறைந்ததே.xml,"eng,tel,hin"
806_Yesuni vaakku nityamu.xml,"tam,hin"
806_இயேசுவைப்போல் அழகுள்ளோர்.xml,"eng,tel,hin"
807_Nee dharma shaastramulo.xml,"tam,hin"
808_Entha adbutha dhanamu.xml,"tam,hin"
808_தூயாதி தூயவரே.xml,"eng,tel,hin"
809_Aayan aashcharya karudu.xml,"tam,hin"
809_சிலுவையினிடம் வா 2.xml,"eng,tel,hin"
810_Paapamun dukkhamunu.xml,"tam,hin"
810_என் இயேசுவின் சத்தம் கேட்டு.xml,"eng,tel,hin"
811_Daagi yundu nee aashrayamandun.xml,"tam,hin"
811_நான் உன்னை என்றும் கைவிடுவதில்லை.xml,"eng,tel,hin"
812_Daiva prema nityamu.xml,"tam,hin"
812_துதிக்கப்படத்தக்கவரே.xml,"eng,tel,hin"
813_Nitya deva jeevaatma naapai.xml,"tam,hin"
813_தேவ தேவனைத் துதித்திடுவோம்.xml,"eng,tel,hin"
814_Balamu nichchu yesuche.xml,"tam,hin"
814_எனக்காக இயேசு எனக்காக.xml,"eng,tel,hin"
815_Yehovaa koraku yeduruchuchuvaru.xml,"tam,hin"
815_எண்ணில்லா நன்மைகள் செய்தவரை.xml,"eng,tel,hin"
816_Aatmala chentaku nadupu.xml,"tam,hin"
816_பயப்படாதே சிறு மந்தையே.xml,"eng,tel,hin"
817_Yoodha yentho deva prasidhudavoo.xml,"tam,hin"
817_முள்முடி சூடிய ஆண்டவர்.xml,"eng,tel,hin"
818_Chetun adbutha manenu.xml,"tam,hin"
818_விழித்தெழு விசுவாசியே நீ.xml,"eng,tel,hin"
819_Stutinchu naa praanamaa.xml,"tam,hin"
819_இயேசு பிரபுவின் ஆலோசனைகள்.xml,"eng,tel,hin"
81_Parishudda parishudda parishudda prabhuvaa.xml,tam
820_Mahima ghanatha stuthi stotramu.xml,"tam,hin"
820_உம் ஆலயத்தில் வசிக்கும் யாவரும்.xml,"eng,tel,hin"
821_Aayana naamamu aashcharyudu.xml,"tam,hin"
821_தம்புரு வீணையோடும் நம் தேவனை ஆராதித்திடுவோம்.xml,"eng,tel,hin"
822_Aashcharya maashcharya mesu naaku.xml,"tam,hin"
822_அன்பின் மனுவுருவாய் ஜெனித்த.xml,"eng,tel,hin"
823_Ninna nedu nitya kaala.xml,"tam,hin"
823_இன்றே வருவாய் இயேசுவண்டையில்.xml,"eng,tel,hin"
824_Aanandaanandamu - mahadaanandamu.xml,"tam,hin"
824_ஆனந்தம் எனக்கு கிடைத்தது.xml,"eng,tel,hin"
825_Aashcharya aashcharya.xml,"tam,hin"
825_சீயோனில் என் திட அஸ்திபாரம் கிறிஸ்துவே.xml,"eng,tel,hin"
826_Halleluyaa Yesuku - calvarypai mrutudu.xml,"tam,hin"
826_உன்னை அழைக்கும் இயேசுவின்.xml,"eng,tel,hin"
827_Sarva Janulara Devuni.xml,"tam,hin"
827_யேகோவாவாகிய நான் மாறதவராய் இருப்பதினால்.xml,"eng,tel,hin"
828_Halleluya Hosanna.xml,"tam,hin"
828_வாக்கு மாறாத தேவரீரே.xml,"eng,tel,hin"
829_Nedu meeru koru konudi.xml,"tam,hin"
829_வாக்கு மாறா வல்ல தேவன்.xml,"eng,tel,hin"
82_Mangalame yesunaku - manujaavatharunaku.xml,"tam,hin"
82_கர்த்தாவே என் ஜெபத்தைக் கேளும்.xml,"eng,tel,hin"
830_Yesuni sannidhi entho aanandam.xml,"tam,hin"
830_காணாமல் இயங்கிடும்.xml,"eng,tel,hin"
831_Thoorpuna padamara.xml,"tam,hin"
831_எந்தன் ஜெபவேளை உம்மை தேடிவந்தேன்.xml,"eng,tel,hin"
832_Naa yedalon naa yedalon.xml,"tam,hin"
832_கர்த்தாவே உம் அருள் கண்டேனே.xml,"eng,tel,hin"
833_Nallanidi naa paapa hrudayam.xml,"tam,hin"
833_எனக்கு ஒத்தாசை வரும் பர்வதம்.xml,"eng,tel,hin"
834_Yesu kristu aayane.xml,"tam,hin"
834_சர்வ வல்லமையுள்ள என் தேவாதி தேவனே.xml,"eng,tel,hin"
835_Ahaa ahaa idigo marala.xml,"tam,hin"
835_கல்வாரி அன்பை எண்ணிடும் வேளை.xml,"eng,tel,hin"
836_Aidu rottelu chepalu rendu.xml,"tam,hin"
836_ஜோதி தோன்றும் ஓர் தேசம் உண்டு.xml,"eng,tel,hin"
837_Oh devuniki mahima.xml,"tam,hin"
837_இயேசு கிறிஸ்துவின் அன்பு என்று மாறாதது.xml,"eng,tel,hin"
838_Vaaru gorrepilla rakhtamunu.xml,"tam,hin"
838_கல்வாரியின் கருணையிதே.xml,"eng,tel,hin"
839_Mahadevuda nive.xml,"tam,hin"
839_அந்த நாள் இன்ப இன்ப இன்ப நாள்.xml,"eng,tel,hin"
"83_காலையில் கிருபையைக் கேட்கப்பண்ணும்,.xml","eng,tel,hin"
840_Devuḍu chesina paniyaiyunnāmu.xml,"tam,hin"
840_இயேசுவின் குடும்பம் ஒன்று உண்டு.xml,"eng,tel,hin"
841_Prabhuvaina kristuku dasulara.xml,"tam,hin"
841_இந்தக் கிருபை தேவன் தந்த கிருபை.xml,"eng,tel,hin"
842_Devudu mimmunu yerparacukonenu.xml,"tam,hin"
842_அன்பர் அன்பை யாரால் கூறலாம்_.xml,"eng,tel,hin"
"843_Devudu manalanu yerparachukonnadu, dhupambu veyutaku paricarya cheyutaku.xml","tam,hin"
843_சிங்கார மாளிகையில் ஜெயக் கீதங்கள் பாடிடுவோம்.xml,"eng,tel,hin"
844_Akasamandu - nivundaga.xml,"tam,hin"
844_நித்திய மோட்சானந்த மகிமையை நினைத்தாலும் முடியாது 2.xml,"eng,tel,hin"
845_Anandamu prabhu nakosagenu.xml,"tam,hin"
"845_தம் கிருபை பெரிதல்லோ,.xml","eng,tel,hin"
846_Aha anandame - paramanandame.xml,"tam,hin"
846_பலிபீடத்திலென்னைப் பரனே.xml,"eng,tel,hin"
847_Idigo manuṣyula madhyana devadi.xml,"tam,hin"
847_தேவ சாய லாக மாறி.xml,"eng,tel,hin"
848_Varnimpalenu vivarimpalenu yesayya.xml,"tam,hin"
848_எண்ணில் அடங்கா ஸ்தோத்திரம் 2.xml,"eng,tel,hin"
849_Na prana priyuda - ninne stutintun.xml,"tam,hin"
849_அழகாய் நிற்கும் யாரிவர்கள்.xml,"eng,tel,hin"
850_Vevela stutulato aradhinceda prabhuva.xml,"tam,hin"
850_எந்நாளுமே துதிப்பாய்.xml,"eng,tel,hin"
851_Manava marali ra prabhu centaku.xml,"tam,hin"
851_தேவனின் ஆலயமே பரிசுத்த ஆலயமே.xml,"eng,tel,hin"
852_தேவனோடே நடப்பது என்ன சிலாக்கியம்.xml,"eng,tel,hin"
853_உறக்கம் தெளிவோம் உற்சாகம் கொள்வோம்.xml,"eng,tel,hin"
854_Bhudigantamula nivasulara.xml,"tam,hin"
854_கர்த்தர் வருகையிலே அவரைச் சந்திக்க நீங்களும் சித்தமா_.xml,"eng,tel,hin"
855_Nammadagina ma deva parisuddhuda.xml,"tam,hin"
855_ஆண்டவர் இயேசு தம் ரத்தம் சிந்தி.xml,"eng,tel,hin"
856_இயேசு திரும்ப வருவார்.xml,"eng,tel,hin"
857_Vijayulam - ghana vijayulam.xml,"tam,hin"
857_உன்னதமான உம் அன்பை.xml,"eng,tel,hin"
858_Ponduunnamu - atyadhika.xml,"tam,hin"
858_கூடுவோம் கூடிடுவோமே.xml,"eng,tel,hin"
859_Prabhu yesukristu aisvaryamu.xml,"tam,hin"
859_மகிமையின் தேவனே நமக்குண்டு.xml,"eng,tel,hin"
860_Idigo i manusyudu - devuni kumarudu.xml,"tam,hin"
860_கர்த்தர் வெளிச்சம் ரட்சிப்புமானவர்.xml,"eng,tel,hin"
861_Arbhatamutonu prabhavamutonu.xml,"tam,hin"
861_உனக்கொரு நண்பன் இல்லை என்று.xml,"eng,tel,hin"
862_தொடும் என் கண்களையே.xml,"eng,tel,hin"
863_Parisuddha sthalamu - ati parisuddha.xml,"tam,hin"
863_அன்பராம் இயேசுவை பார்த்துக் கொண்டு.xml,"eng,tel,hin"
864_Kristesu prabhuni visvasulamuga.xml,"tam,hin"
864_சோராதே என் மனமே.xml,"eng,tel,hin"
865_Arpintu prabhuva na jivitam.xml,"tam,hin"
865_காணாத ஆட்டின் பின்னே கர்த்தர்.xml,"eng,tel,hin"
866_Nammadagina deva - ninna nedu niratamu.xml,"tam,hin"
866_முதூகலம் நிறைந்த நன்னாள்.xml,"eng,tel,hin"
867_Devuni ascaryakaryamulanu andaru.xml,"tam,hin"
867_லேசான காரியம் உமக்கது லேசான காரியம்.xml,"eng,tel,hin"
868_Yee bhuvipai paraloka vinthaina.xml,"tam,hin"
868_நன்றியால் துதிப்பாடு உன் இயேசுவே.xml,"eng,tel,hin"
869_Nannu preminchi na koraku-Church Promise.xml,"tam,hin"
869_சிலுவையின் நிழலில் அனுதினம் அடியான்.xml,"eng,tel,hin"
870_Ujjeevamu nimmu.xml,"tam,hin"
870_இலக்கை நோக்கி தொடர்கிறேன் இலட்சியம் என் இயேசுவே.xml,"eng,tel,hin"
871_Gunatisayamula ne padedanu.xml,"tam,hin"
871_என் மன கண்களை திறந்து.xml,"eng,tel,hin"
872_உயரவானத்திலாகிலும்.xml,"eng,tel,hin"
873_மான்கள் நீரோடை வாஞ்சித்து.xml,"eng,tel,hin"
874_என் தேவன் என் வெளிச்சம்.xml,"eng,tel,hin"
875_நிகரே இல்லாத சர்வேசா.xml,"eng,tel,hin"
876_கர்த்தரை நம்பியே ஜீவிப்போம்.xml,"eng,tel,hin"
877_யார் யார் வாழ்விலே.xml,"eng,tel,hin"
"878_மகனே, உன் நெஞ்செனக்குத் தாராயோ_.xml","eng,tel,hin"
879_இயேசுவே உம் முகரூபம் பார்த்துக்கொண்டே.xml,"eng,tel,hin"
87_Yesu samasina silva chentha.xml,hin
880_காலத்தின் அருமையை அறிந்து.xml,"eng,tel,hin"
881_இயேசுதான் லோக இரட்சகர் வேறு யாருமில்லை.xml,"eng,tel,hin"
882_ஆராதித்தே மகிழ்வோம்.xml,"eng,tel,hin"
"883_மெய்வழி இயேசுவே சத்தியம், ஜீவனும்.xml","eng,tel,hin"
884_என்நேசரே பாவியின் மீட்பரே பிரபு இயேசு (2).xml,"eng,tel,hin"
885_அன்பின் தேவன் இயேசு.xml,"eng,tel,hin"
886_இயேசுவே உம்மைப்போலாக.xml,"eng,tel,hin"
887_தேவ சித்தம் நிறைவேற என்னையும் ஒப்படைக்கிறேன்.xml,"eng,tel,hin"
888_யார் வேண்டும் நாதா நீரல்லவோ.xml,"eng,tel,hin"
889_எண்ணி எண்ணி துதி செய்வாய்.xml,"eng,tel,hin"
88_Sannutintumu ninne.xml,tam
890_எந்தன் அன்புள்ள ஆண்டவர் ஏசுவே நான்.xml,"eng,tel,hin"
891_கல்வாரி சிநேகம் கரைத்திடும் என்னை.xml,"eng,tel,hin"
892_சிலுவை சுமந்தார் உன் ஆண்டவர்.xml,"eng,tel,hin"
893_எந்தன் உள்ளம் தங்கும் இயேசு நாயகா.xml,"eng,tel,hin"
894_தேவா உம் சாட்சி நான் தினம்.xml,"eng,tel,hin"
895_உம்மைப் பாடாத நாவும்.xml,"eng,tel,hin"
896_பெலனற்ற பாத்திரம் நானே.xml,"eng,tel,hin"
897_சாலேமின் ராஜா சங்கையின் ராஜா.xml,"eng,tel,hin"
898_நன்றி யேகோவாயீரே! பணிந்து போற்றுகிறேன் (2).xml,"eng,tel,hin"
899_என் இன்ப துன்ப நேரம்.xml,"eng,tel,hin"
"900_மகனே, உன் நெஞ்செனக்குத் தாராயோ.xml","eng,tel,hin"
901_இஸ்ரவேலே உன்னை நான் எப்படி கைவிடுவேன்.xml,"eng,tel,hin"
902_நீ எம்மட்டும் இரண்டு நினைவால் (2).xml,"eng,tel,hin"
903_எலியாவின் தேவன் நம் தேவன்.xml,"eng,tel,hin"
904_யேகோவா நமக்காக பெரிய காரியங்களை 2.xml,"eng,tel,hin"
905_மங்களமான இந் நன்னாளிலிருந்து.xml,"eng,tel,hin"
906_வானமே செவிகொடுத்திடு (2).xml,"eng,tel,hin"
907_எங்கள் விண்ணப்பங்களைக் கேளும்.xml,"eng,tel,hin"
908_விழித்தெழுவாய் விழித்தெழுவாய் என் ஆத்துமாவே.xml,"eng,tel,hin"
909_துதிசெய் துதிசெய் கர்த்தர் இயேசுவையே துதிசெய் (2).xml,"eng,tel,hin"
90_Aanada maananda mayenu.xml,tam
910_ஆ ! ஆனந்தமே ! அகமகிழ்ந்தாடிடுவேன்.xml,"eng,tel,hin"
911_இப்புவி யாத்ரையில் நான் நடக்கையில் (2).xml,"eng,tel,hin"
912_இயேசு உன்னை அழைக்கிறார் ஓடிவா (2).xml,"eng,tel,hin"
913_என்னைத் தந்தேன் உமக்கென்றே என்றென்றுமாய் வாழவே 2.xml,"eng,tel,hin"
914_காத்திரு என்றென்றும் கர்த்தருக்கே.xml,"eng,tel,hin"
915_நாட்டும் என்னை உம் தோட்டத்தில்.xml,"eng,tel,hin"
916_பெத்தானியாவிற்கு வந்திடுமே (2).xml,"eng,tel,hin"
917_போற்றி துதிசெய் என்றும் இயேசுவை (2).xml,"eng,tel,hin"
918_மனதார பாடிடுவேன் என் தேவ தேவனையே (2).xml,"eng,tel,hin"
919_விண்ணின் சுதந்தரத்தை.xml,"eng,tel,hin"
920_மகிமை நம்பிக்கையாம் நம் கர்த்தர் இயேசு.xml,"eng,tel,hin"
921_அல்லேலூயா துதித்து புகழ் பாடுவேன் 2.xml,"eng,tel,hin"
922_என் இதயம் பாருக்கு தெரியும்.xml,"eng,tel,hin"
923_தேவனே நீர் கண்ணோக்கும் என்னை.xml,"eng,tel,hin"
924_இயேசுதான் லோக இரட்சகர் வேறு யாருமில்லை.xml,"eng,tel,hin"
925_உமது அன்பு எத்தனை அற்புதமே.xml,"eng,tel,hin"
926_உம்பிரசன்னம் நாடி வந்தேன்.xml,"eng,tel,hin"
927_எத்தனை தயவு என் மேல்.xml,"eng,tel,hin"
928_கலங்காதே மனமே உன் இயேசு இருக்கிறார்.xml,"eng,tel,hin"
929_ஞானவான்கள் ஆகாயத்தின்.xml,"eng,tel,hin"
92_Yehovaa mohonnathudaa.xml,tam
930_உன்னை தான் கேட்கிறேன் (2).xml,"eng,tel,hin"
931_பரம எருசலமே பரலோகம் வீட்டிறங்குதே.xml,"eng,tel,hin"
932_பலபடுத்தும் எந்தனையே.xml,"eng,tel,hin"
933_நானோ சிறுகனும் இயேசு நீரே பெருகனுமே 2.xml,"eng,tel,hin"
934_வாலிபனே உன் இளமையிலே சந்தோஷித்தாலும் (2).xml,"eng,tel,hin"
935_வாலிப காலத்தை வீணாய் கழிக்காதே (2).xml,"eng,tel,hin"
936_தேவா பிரசன்னம் தாருமே.xml,"eng,tel,hin"
937_குயவனே குயவனே.xml,"eng,tel,hin"
938_திருகரத்தால் தாங்கி என்னை.xml,"eng,tel,hin"
939_ஆதி மெய் தேவனே உம்.xml,"eng,tel,hin"
93_Aashinchumu prabhu.xml,tam
94_Priya yesu priya yesu.xml,tam
"94_முற்றிலும் அழகானவர்,.xml","eng,tel,hin"
95_முட் கீரிடம் பூண்ட நாதனார்.xml,"eng,tel,hin"
"96_ஆ மேசியாவே, வாரும் தாவீதின் மா மைந்தா!.xml","eng,tel,hin"
97_Saagilapadi aaraadhinchedamu.xml,tam
"97_தூய, தூய, தூயரே! த்ரியேக தேவா,.xml","eng,tel,hin"
98_Yesu thrupti parachitivi.xml,tam
99_அவருடைய பரிசுத்த ஸ்தலத்தில்.xml,"eng,tel,hin"
