MasterID,TeluguNo,EnglishNo,TamilNo,HindiNo,TeluguTitle,EnglishTitle,TamilTitle,HindiTitle
573,573,573,0,713,ప్రభువా నీ కార్యమును,Prabhuvaa nee kaaryamunu,,"प्रभुजी तेरे काम को ... पूरा तू कर दे हम में,"
574,574,574,479,418,ఓ ప్రభువా ఉజ్జీవము నిమ్ము,O Prabhuvaa ujeevamu nimmu,ஓ என் கர்த்தாவே உயிர்ப்பித்தருளும்,"हे प्रभु भेज अब तू जागृति,"
575,575,575,274,400,పరమతండ్రి కరములెత్తి,Paramatandri karamuleththi,பரம பிதாவே கரமெ கூப்பி,"परमपिता हम हाथ उठाकर स्तुति करते हैं,"
576,576,576,480,421,నింపుము ఓ ప్రభువా,Nimpumu O prabhuva,கர்த்தாவே எங்களை நிரப்பும்,"हे प्रभु तू भर दे, सारी परिपूरी से (2),"
577,577,577,478,425,వెలుగిచ్చి నాకు మార్గము చూపు,Velugitchi naaku maargamu choopu,ஒளியை நீர் கொடுத்து வழியைக்காட்டிடும்,"ज्योति दिखा दो, मार्ग बता दो,"
578,578,578,485,429,ప్రభు కుమ్మరించు ప్రభు,Prabhu kummarinchu prabhu,தேவா பொழிந்திடும் தேவா பொழிந்திடும்,"प्रभु बरसा दो (2), आशीषें बारिश बरसा दो, प्रभु बरसा दो"
579,579,579,481,416,కరుణించుము నా యేసువా,Karuninchumu naa Yesuwa,இரங்குமே! என் இயேசுவே,"मेरे यीशु करुणा तू कर, तू करुणा का धनी है,"
580,580,580,482,415,నీ పాద సన్నిధికి - కృపామయ యేసయ్యా,Nee paada sannidiki - krupaamaya Yesayyaa,திருப்பாதம் நம்பி வந்தேன்,"तेरे चरणों में झुकता हूँ, अनुग्रहकारी यीशु,"
581,581,581,469,407,అడుగుడి మీరు మన ప్రభువిచ్చున్,Adugudi meeru mana prabhu,கேளுங்கள் நீங்கள் தருவேன் என்றார்,"माँगों उस से, प्रभु तुम्हें देगा, निश्चय वह देगा,"
582,582,582,486,405,వెళ్ళెదము మరి ధైర్యముతో,Velledamu mari dhairyamutho,சேர்ந்திடுவோமே தைரியமாய்,"आओ चलें हियाव बान्धकर, अनुग्रह सिंहासन निकट,"
583,583,583,487,428,ప్రభువా పంపు వర్షమును,Prabhuva pampu varshamunu,கர்த்தாவே அருள்மாரி பொழியும்,"प्रभुजी भेजो वर्षा को, पूरी करने प्रतिज्ञा को,"
584,584,584,120,128,"ఓ కరుణానిధీ, మహా ప్రభుయేసు",Oh karunaanidhi mahaa prabhu,ஓ கருணைநாதா மகாராஜா இயேசு,"हे करूणानिधान तू यीशु महान,"
585,585,585,491,444,"రక్షకా, నన్ - మర్వబోకు",Rakshakaa nan - marva boku,இயேசு ஸ்வாமி அருள் நாதா!,"छोड़ न मुझे, प्यारे यीशु ! बिनती सुन मेरी,"
586,586,586,489,0,గద్దియలో నుండి పారు,Gaddiyalo nundi paru,ஜீவத்தண்ணீரின் நதிகள்,
587,587,587,490,442,ఆశీర్వాదంబుల్మామీద - వర్షింపజేయు,Aasheervaadambul maa meeda,அருள் ஏராளமாய்ப் பெய்யும்,"होगी आशीषों की बारिश ... है यह प्रेम की प्रतिज्ञा,"
588,588,588,493,445,ప్రీతిగల మన యేసు,Preethigala mana Yesu,பாவ சஞ்சலத்தை நீக்க,"यीशु कैसा मित्र प्यारा ! ... पाप और दुख उठाने को,"
589,589,589,494,0,సర్వశక్తి యుతుడా,Sarvashakthi yutudaa,சர்வ வல்லவரே,
590,590,590,475,446,ఓ ప్రార్థనా సు ప్రార్థనా,Oh praardhanaa su praardhanaa,என் ஜெபவேளை வாஞ்சிப்பேன் !,"पवित्र समय प्रार्थना का ... सांसारिक बातें छोडूंगा,"
591,591,591,503,447,యేసూ నా ప్రభువా,Yesu naa prabhuva,எக்காலும் இயேசுவே !,"रह मेरे पास सदा ... प्रभु दयाल, तू अपने वचन से ... मुझे संभाल"
592,592,592,495,406,విసుగకుండా నిత్యము,Visugakunda nityamu - prardincha,சோர்ந்திடாமல் ஊக்கமாய்—ஓய்வின்றி,"हियाव न छोड़ो कभी, प्रार्थना तुम करो,"
593,593,593,496,412,నీ సన్నిధి చేరితిమి,Nee sannidhi cheritimi,உம் முகத்தை நாடி வந்தோம் 2,"हम आते तेरे पास, प्रभु, प्रार्थना सुन ले आज,"
594,594,594,0,0,గుణవంతురాలైన ఘనమైన స్త్రీయే,Gunavanturaalaina ganamaina Streeye,,
595,595,595,0,426,జీవిత తృష్ణలను - నాదు,Jeevitha thrushnalanu - naadu,,जीवन की यह प्यास मेरे ... अब बुझा प्रभु यीशु प्यारे
596,596,596,81,67,ఓ యెహోవా నీవే నన్ను,O Yehovaa neeve nannu,ஆண்டவரே என் உள்ளத்தை,हे यहोवा तू ने मुझ को ... जाँचकर जान लिया है  (2)
597,597,597,0,413,దేవా నీ సన్నిధిలో నిలచి,Devaa nee sannidhilo nilachi,,"ईश्वर के सम्मुख आते,"
598,598,598,0,403,ప్రార్థన వినెడు దేవా,Praardhana vinedu devaa,,"प्रार्थना सुननेवाला, प्रार्थना करो तू ने कहा,"
599,599,599,0,398,నేను వెళ్ళెదను మీరు ప్రార్థనలో,Nenu velledanu meeru praardhanalo,,"मेरे बाद मिलकर दुआ करते रहना,"
600,600,600,0,0,యెడతెగక ప్రార్థించుము,Yedathegaka praardhinchumu,,
601,601,601,0,0,విలపింతువా నెహెమ్యావలె?,Vilapintuvaa Nehemyavale,,
602,602,602,0,0,నేను తగ్గాలి యేసు,Nenu thaggali yesu,,
603,603,603,0,0,ప్రార్థించుము నీ జీవితములో,Prardhinchumu nee jeevithamulo,,
604,604,604,0,0,ప్రార్థించుము - ప్రియుడా ప్రభు,Prardhinchumu  priyuda prabhu,,
605,605,605,0,0,యెహోవా నీ దిక్కునకు నా ఆత్మను ఎత్తుచున్నాను - నీపై నమ్మిక,Yehova ni dikkunaku na atmanu ettucunnanu,,
606,606,606,0,0,నా సన్నిధీని యెహోవా - వెదకుమని,Na sannidhini yehova - vedakumani,,
607,607,607,688,477,ఆహా యేమానందం ఆహా యేమా,Ahaa yemaanandam mahaa,என்ன என் ஆனந்தம்! என்ன என் ஆனந்தம்!,"कैसी खुशी है, कैसी खुशी है, बयान से बाहर है,"
608,608,608,228,203,కృప కనికరముల - మా దేవా,Krupa kanikaramula maa,இரக்கங் கிருபையுள்ள என் தேவா,"दया, अनुग्रह का प्रभु हमारा, धन्यवाद मैं करूँ"
609,609,609,692,199,అమూల్యరక్తము ద్వారా,Amoolya rakhtamu dwaaraa,இயேசுவின் இரத்தத்தால் மீட்படைந்தோம்,"अमूल्य लोहू से बचे हुए जन, ... प्रतापमय ईश्वर की है सन्तान,"
610,610,610,0,427,పాప సముద్రమందు,Paapa samudramandu,,"आसी की यीशु प्यारे, बिगड़ी बनाते जाना,"
611,611,611,652,545,నీలి గగనాన వెలిగే తారల,Neeligaganaana velige thaarala,நீல மண்டல நட்சத்திரங்கள்,"नीले गगन में चमके तारे, दुनिया में वैसे ही चमके हम, ( 2)"
612,612,612,689,544,విశ్వాస సహితముగను,Viswaasa sahithamuganu,நல்ல போராட்டம் போராடு,विश्वास सहित आओ ... प्रचारे यीशु को
613,613,613,0,482,జీవించుచున్నాడు యేసుప్రభు,Jeevinchuchunnadu Yesu prabhu,,"जीवित है, यीशु जीवित है,"
614,614,614,687,478,నా పాపములను క్షమించెన్,Naa papamulanu kshaminchen,என் பாவங்களையெல்லாம் மன்னித்தார்—கர்த்தர்,"मेरे पापों कि क्षमा तू ने की, प्रभु मेरी आँखें तू ने खोल दी,"
615,615,615,0,481,నా సంకట దుఃఖములెల్ల,Naa sankata dhukkamulella,,"संकट और दुःख क्लेश मेरा मिट गया है,"
616,616,616,690,502,రక్షణ ఔన్నత్యము,Rakshana ounnatyamu,இரட்சண்யத்தின் மேன்மை,"महान उद्धार जो है, प्रगट किया प्रभु ने,"
617,617,617,691,614,పరమ జీవము నాకు నివ్వ,Parama jeevamu naaku nivva,எனக்காய் ஜீவன் விட்டவரே,"जीवन दिया मेरे लिए, जी उठा साथ रहने के लिए,"
618,618,618,686,347,నా హృదయము వింతగ మారెను,Naa hrudayamu vintaga marenu,எந்தன் உள்ளத்தில் விந்தை மாற்றமே 3,"जीवन मेरा बदल गया है (3),"
619,619,619,694,521,హాయానంద సుదినము,Hayananda sudinamu,என் பாவம் தீர்ந்த நாளையே,"परमेश्वर ही की दया से ... सभी सुरक्षित हैं उस में,"
620,620,620,695,0,పదివేలలో ప్రియుని - చూచి,Padivelalo priyuni - choochi,கேட்டாயா உன் மீட்பர் சத்தம்,
621,621,621,0,0,హా! ఎంత అద్భుతాశ్చర్య దినము,Ha! enta adbutaashcharya dinamu,,
622,622,622,641,284,మాకనుగ్రహించిన దైవ,Maa kanugrahinchina daiva,பரன் நமக்களித்துள்ள திருமறை உரைப்படி,"वचन जो प्रभु से दिया गया उसके द्वारा,"
623,623,623,0,0,సీయోనుకు తిరిగి చెరలో,Siyonuku thirigi cheralo,,
624,624,624,0,704,నీ సాక్ష్యము ఏది,Nee saakshyamu edi,,क्या तेरी गवाही? क्या है तेरा बलिदान?
625,625,625,0,0,పల్లవరపు కొండలపైన,Pallavarapu kondala paina,,
626,626,626,0,592,సువార్తను చాటింప,Suvaarthanu chaatimpa,,"इंजील को फैलाना ... यह काम हमारा है, (2)"
627,627,627,581,528,లెమ్ము తేజరిల్లుము నీకు,Lemmu thejarillumu neeku,எழும்பியே நீ பிரகாசி—உன் ஒளியே வந்தது,"उठ, ज्योतिमान तू हो जा ... तेरी ज्योति है तुझ पर चमकी, (2)"
628,628,628,585,541,సిలువ వీరులు మీరే,Siluva veerulu meere,சிலுவை வீரரே நீங்கள் விரைவினில் போங்கள்,"प्यारे हिम्मत बांधों आगे बढ़ो,"
629,629,629,586,491,తమ దేవునెరుగువారు,Thama devunerugu vaaru,"தங்கள் தேவனை அறிந்தோர் திடன் கொள்ளுவார்கள்,","अपने प्रभु को पहचानने वाले, शक्ति पा के काम करेंगे  (2)"
630,630,630,577,522,సిలువను మోసి ఈలోకమును,Siluvanu mosi Ee lokamunu,சிலுவையைச் சுமந்து சீராய் நடந்து,"अब वक्त सलीब उठाने का,"
631,631,631,579,0,కరుణన్ - ఏర్పరచితివి సైన్యముల,Karunan - erparachitivi sainyamula -  కరుణన్ - ఏర్పరచితివి సైన్యముల,தெரிந்தீர் சேனைகளின் கர்த்தரே காருண்யமாய்,
632,632,632,580,535,లోకమునకు నన్ను,Lokamunaku nannu,இப்பூமிக்கு எம்மைத் தேவா எம் தேவா,"इस जग के लिए तू ने,"
633,633,633,578,530,లేలెమ్ము సోదరీ సోదరుడా,Lellemmu sodaree sodarudaa,"எழும்புங்கள் சோதரி, சோதரரே","हे भाइयो बहिनों, अब जाग उठो,"
634,634,634,0,537,జై జై జై జై యేసు ప్రభు,Jai Jai Jai Jai Yesu Prabhu,,"जय जय जय जय यीशु प्रभु,"
635,635,635,0,531,లేలెమ్ము సోదరీ సోదరుడా - వేళాయె,Lelemmu sodaree sodarudaa velaaye,,"भाइयों और बहनों अब जागो सभी,"
636,636,636,0,584,ప్రియుడా ప్రభు యేసునకు,Priyudaa prabhu Yesunaku,,"क्या मैं खाली हाथ से जाऊँ, अपने प्यारे यीशु पास ?"
637,637,637,0,583,ఆలకింతును ఆ పిలుపును,Aalakinthunu aapilupunu,,"यीशु को मैं सब कुछ देता ... सब कुछ अर्पण करता हूँ,"
638,638,638,587,431,మేల్కొనుము ఓ కావలి యేసుని,Melkommu O kavali yesuni,எழும்பு ஜாமக்காரனே,"हे पहरुआ जागता रह ... तू है सिपाही यीशु का,"
639,639,639,588,532,చీకటి కాలము వచ్చుచుండె,Cheekati kaalamu vachuchunde,இருள் சூழும் காலம் இனிவருதே,"घोर अंधकार अब आ रहा है, अनुग्रह दिन उपयोग तुम करो,"
640,640,640,609,564,నీ ప్రియ ప్రభుని సేవకై,Nee priya prabhuni sevakai,கர்த்தருக்காக உழைப்போம்,"तुम प्यारे प्रभु की सेवा में अपने को दान करो,"
641,641,641,582,525,యేసు క్రీస్తుని మంచి,Yesu Kristurri manchi,இயேசு கிறிஸ்துவின் நல் சீடராகுவோம்,"यीशु मसीह के अच्छे चेलों के समान, विश्वास से हम आगे बढ़े,"
642,642,642,589,408,మందలో చేరని గొఱ్ఱెలెన్నో,Mandalo cherani gorrelenno,மந்தையில் சேரா ஆடுகளே,"झुण्ड में कई भेड़ें आई नहीं, करोड़ों दुनिया में जो हैं,"
643,643,643,592,590,జాగ్రత్త జాగ్రత్త - యేసుడిట్లు పిల్చున్,Jaagraththa jaagraththa - Yesuditlu pilchun,"முயல்வோம் ! முயல்வோம் ! தேவ ஊழியரே,","सेवा में, सेवा में हम नित तत्पर रहें,"
644,644,644,591,591,రేపు మాపు గూడ రమ్యమైన,Repu maapu gooda ramyamaina,சத்ய வேதமான விதை காலை மாலை,"भोर के समय बोते ... दया रूपी बीज हम,"
645,645,645,590,584,ఒడ్డుచేరి నీ యెదుట,Odducheri nee yeduta nilchu,கரை ஏறி உமதண்டை,"क्या मैं खाली हाथ से जाऊँ, अपने प्यारे यीशु पास ?"
646,646,646,593,0,ఏర్పరచిన పాత్రను రాజాధి,Erparachina paatranu raajaadhi,ராஜாதி ராஜாவுக்கென்றே,
647,647,647,0,0,పర్వతమా నీవేపాటి,Parvathamaa nee vepaati,,
648,648,648,0,0,ఓ ప్రభువా నీ సేవన్,Oh prabhuvaa nee sevan,,
649,649,649,0,0,యెహోవా సైన్యములారా  ఆయన చిత్తమున్ నెరవేర్చు పరిచారకులారా,Yehova sainyamulara ayana cittamun neravercu paricarakulara,,
650,650,650,0,0,ఈ భువిపై పరలోక వింతైన జనమా ప్రభుయేసు క్రీస్తువులో,I bhuvipai paraloka vintaina janama prabhuyesu kristuvulo,,
651,651,651,719,201,యెహోవా నీ కృపాతిశయమును,Yehovaa nee krupaati shayamunu,யேகோவா நின் க்ருபை அதிசயங்களை,"प्रभु तेरी अनमोल करुणा, नित्य मैं गाऊँगा"
652,652,652,714,226,ఆనందించెదము - ప్రభు యేసులో,Aanandinchedamu prabhu Yesulo,ஆண்டவர் இயேசுவில் ஆர்ப்பரிப்போமே,"प्रभु यीशु में आनन्द हम करते हैं,"
653,653,653,229,263,జయము జయమని చాటించెదము,Jayamu jayamani chatinchedamu,ஜெயம் ஜெயமே கூறுங்கள்,"बोलो जय मिलकर जय, बोलो जय यीशु की जय,"
654,654,654,717,115,మహిమతో నిండిన మా రాజా,Mahimatho nindina maa raajaa,மகிமை நிறைந்த மன்னவனே,महिमा से तू जो भरा हुआ ... ज्योति में सदा रहनेवाला ;
655,655,655,0,262,ప్రభు యేసునకే జయము,Prabhu Yesunake jayamu,,"प्रभु यीशु की है जय, क्रूस की शक्ति से हैं जय"
656,656,656,0,529,"మేల్కొనుమా, మేల్కొనుమా నా","Melconumaa, melconumaa naa",,"जागो, जागो, जागो, जागो हे मेरे प्राण,"
657,657,657,718,503,ఉన్నత స్థలములపై నెక్కించి,Unntha stalamulapai  nekkinchi,உயர்ந்த ஸ்தலங்களின் மேல்,"ऊँचे स्थानों में प्रभु,"
658,658,658,721,272,ప్రభుకే స్తోత్రము మృతిని,Prabhuke stotramu mruthini,தேவனுக்கே துதி மரணத்தை வென்றார்,"ईश्वर की स्तुति हो, मृत्यु पर जयवन्त है,"
659,659,659,716,0,జయరాజు జెండా ఎత్తి చూపుచు,Jaya raaju jendaa yeththi,ஜெய ராஜ கொடி ஏற்றிக் காட்டியே,
660,660,660,588,0,ఓ యేసు భక్తులారా,Oh Yesu bhakhtulaaraa,இருள் சூழும் காலம் இனிவருதே,
661,661,661,715,589,శోధనకు మీరు చోటీయకుడి,Shodhanaku meeru chotiyyakudi,தீவினை செய்யாதே மா சோதனையில்,"लड़ो तुम शैतान से ... कि हारतता है पाप,"
662,662,662,190,132,అధికారము పొంది యుంటిని,Adhikaaramu pondi yuntivi,அதிகாரம் பெற்றிருக்கிறீர்—நீரே,"सर्वाधिकारी हे प्रभु, तू ही,"
663,663,663,722,499,స్వాస్థ్యముగా నిచ్చితివి,Swaastyamuga nitchtivi,சுதந்தரமாய் சகலத்தையும்,"मीरास दे दी प्रभु ने उन्हें, जो कोई जयवन्त हुए"
664,664,664,720,542,జయము పొందుమని యేసు,Jayamu pondumani Yesu,ஜெயங்கொள்ளுங்களென்று இயேசு உரைத்தார்,"जयवन्त बनो तुम भी यीशु ने कहा,"
665,665,665,667,599,క్రీస్తేసు సిలువపై,Kristesu siluvapai,கிறிஸ்தேசு சிலுவையை நோக்கிப் பார்த்து,"क्रूस पर से अपनी नजर न हटाऍं,"
666,666,666,666,618,క్రీస్తే ఈ జీవితములో,Kriste Ee jeevitamulo,கிறிஸ்தே நம் ஜீவியத்திற்கு,"ख्रीष्ट है इस जीवन का एक उत्तम रखवाला,"
667,667,667,0,0,మన జీవిత మంతయు,Mana jeevitha manthayu,,
668,668,668,0,0,యేసుక్రీస్తు నిన్న నేడు,Yesu kristu ninna nedu,,
669,669,669,0,0,సుఖదుఃఖాలయాత్ర,Sukhadukkhaala yatra,,
671,671,671,762,0,యేసులో హర్షించెదము,Yesulo harshinchedamu,மகிழ்வோம் இயேசுவில் மகிழ்வோம் பரன்,
672,672,672,737,615,ఎల్ల వేళలందు,Ella vela landu,எல்லா நேரத்திலும் பொல்லா காலத்திலும்,"हर समय और हर हाल, सब परिस्थितियों में,"
673,673,673,230,269,ఆనందమే మనకిలలో,Aanandame manakilalo,ஆனந்தமே இப்புவியில் ஆ ஆ ஆ ஆ,"आनन्द ही आनन्द है, आहा ! हमें ..."
674,674,674,746,619,మహిమ రాజు సన్నిధిన్,Mahima raaju sannidin,மன்னன் முன்னே நிற்போம் நாம் பொன்முடி சூடி,"जलाल के बादशाह के सामने ... ताज पहिने हुए,"
675,675,675,735,0,దప్పిగొనిన వారలారా,Dappigonina vaaralaaraa,தாகமுள்ளோரெல்லாம் வாரும்,
676,676,676,736,484,దాహముగల,Daahamu gala,தாகமுள்ளோர்களெல்லாரும்,"हे सब प्यारे जन नदी के पास,"
677,677,677,738,107,పాపుల రక్షకుడు,Paapula rakshakudu,பாவிகளின் இரட்சகன் இயேசு,तारणहार जगत का प्रभु यीशु ... दूतों का परमेश्वर प्रभु यीशु ;
678,678,678,682,601,దాటుము యొర్దానున్,Daatumu yordhanun,யோர்தானைக் கடந்தே போ—யாத்ரீகா,"चलो यर्दन पार मुसाफिर,"
679,679,679,729,496,ధన్యుడవు నీవు,Dhanyudavu neevu,பாக்கியவான் சதா பாக்கியவான்,"धन्य तू है, सदा धन्य तू है, हे इस्राएल क्या ही धन्य तू है,"
680,680,680,760,605,నూతన ఆకాశమును,Nootana aakaashamunu,புதியவானம் புதிய பூமியையுமே கண்டேன்,"फिर मैंने देखा नये आकाश और नयी पृथ्वी भी,"
681,681,681,739,632,మన ప్రభుయేసు,Mana prabhu Yesu,எங்கள் இருதயங்கள் களிகூரும்,"प्रभु यीशु के आने के समय,"
682,682,682,713,485,నే భ్రమించి నిల్చితి,Ne bhraminchi nilchiti,நான் பிரமித்து நின்று பேரன்பின்,"यीशु के प्यार के दरिया को ... हैरत से मैं ने देखा,"
683,683,683,147,0,ప్రభు యేసుక్రీస్తుని,Prabhu Yesu kristuni,இயேசு கிறிஸ்துவின் தரிசனமே—இன்று,
684,684,684,683,600,యోర్దాన్నది దరిని భ్రమింపకు మనసా,Yordhannadi darina,யோர்தான் நதியோரம் திகையாதே மனமே,"यर्दन नदी के पार चल ऐ मन मेरे,"
685,685,685,0,0,కృపాసింహాసనుండా,Krupaasimhaasa nundaa,,
686,686,686,734,208,ప్రభువా నీ పరిపూర్ణత,Prabhuvaa nee  paripoornatha,பிரபுவே உம் பரிபூரணத்தினின்று,"हे प्रभु तेरी परिपूर्णता से, मिलती हमें आशीष भरपूरी से"
687,687,687,0,0,కరుణా కరుడా,Karunaa karudaa,,
688,688,688,763,0,ఉన్నత గృహమును,Unnatha gruhamunu,உன்னத வீட்டைச் சீக்கிரம் சென்று,
689,689,689,0,611,మన పట్టణంబదిగో,Mana pattanambadigo,,"स्वर्गीय नगर सिय्योन, स्वदेश हमारा है,"
690,690,690,0,0,యేసువా నా ప్రియమైన,Yesuvaa naa priyamaina,,
691,691,691,0,0,నిన్ను విడువను నేను,Ninnu viduvanu nenu,,
692,692,692,0,0,సర్వోన్న - తుడు సర్వాధికారి,Sarvonnathudu sarvaadhikaari,,
693,693,693,759,610,వెళ్ళెదం శ్రేష్టదేశం,Velledam shresta desham,செல்லுவோம் பரம தேசத்திற்கு,"जाऍंगे उत्तम एक देश में जरूर, रहेंगे प्रभु के साथ हम जरूर, (2)"
694,694,694,761,609,ప్రకాశమైన ఆశ్చర్య,Prakaashamaina aashcharya,அதிசயமான ஒளிமய நாடாம்,"प्रकाशमय जो अद्‍भुत देश हव,"
695,695,695,0,287,వాగ్దానములు పొందుడి,Vaghdaanamulu pondudi,,"उसकी प्रतिज्ञाओं को विश्वास और धीरज से,"
696,696,696,733,595,నీతి సూర్యుండు,Neethi sooryundu,நீதியின் சூரியன் உங்கள்மேல் உதிக்கும்,"धार्मिकता का सूरज उदय अब होगा,"
697,697,697,732,594,నీతి సూర్యుడు నీపై,Neethi sooryudu neepai,நீதியின் சூரியன் நம்மேல் உதிக்கும்,"धार्मिकता का सूरज उदय अब होगा,"
698,698,698,0,633,ప్రభువైన క్రీస్తుని,Prabhuvaina kreestuni,,"मसीह के उस दिन में प्यारे विश्वासी,"
699,699,699,198,205,యేసుని నిత్యము స్తుతియించెదము,Yesuni nityamu stutiyinchedamu,இயேசுவை என்றும் துதித்திடுவோமே,"यीशु की नित्य हम स्तुति करेंगे, भूमि आकाश का जो सिरजनहारा,"
700,700,700,649,593,అనాది దేవుడు ఆశ్రయము,Anaadi devudu aashrayamu,அநாதி தேவன் உன் அடைக்கலமே,"अनादि ईश्वर आश्रय है,"
701,701,701,741,613,యేసుని వాగ్దానముల్,Yesuni vaaghdaanamul,இயேசுவே உம் வாக்குகளை—எப்போதும் நினைவுகூர்ந்து,"यीशु तुझ को भूल न जाऊँ, याद करूँ मैं पल पल में,"
702,702,702,740,596,పరవాసిని నే జగమున,Paravaasini ne jagamuna,பரதேசி யானேன் கர்த்தாவே பாரில்,"यात्री हूँ मैं जग में प्रभुजी, चलता हूँ मार्ग मैं तेरा,"
703,703,703,0,154,ప్రభువా నీవే నమ్మకమైన,Prabhuvaa neeve nammakamaina,,"हे प्रभु तू विश्वासयोग्य सामर्थी है,"
704,704,704,742,202,దేవుని కృప నిత్యముండును,Devuni krupa nitya mundunu,தேவகிருபை என்றுமுள்ளது,"ईश्वर की दया नित्य रहेगी, उसका अनुग्रह मिलता रहेगा,"
705,705,705,730,85,ఉన్నత దుర్గము,Unnatha durgamu,உன்னத துருகமே—என் தேவனே,"ऊँचा गढ् है प्रभु मेरा, तारण्हार तू मेरा आश्रय है"
706,706,706,731,498,మిమ్మును నింపె మేలులతోడ,Mimmunu nimpe melulathoda,நிரப்பினார் நம்மை நன்மைகளினால்,"तुम को भरा वह सारी भलाई से, स्वर्गीय आशीष है यह"
707,707,707,745,500,యేసే మనకిల స్వాస్థ్యము,Yese manakila swaastyamu,இயேசுவே நம் சுதந்தரம்,"यीशु हमारी है मीरास, दूसरी मीरास अब है ही नहीं"
708,708,708,744,239,యెహోవాయె మనకందరికి,Yehovaaye manakandariki,கர்த்தராம் இயேசுவே நமக்கு,"यहोवा ने हम लोगों का जितना उपकार किया है,"
709,709,709,0,0,మమ్మున్ సృజించిన దేవుండు,Mammun shrujinchina devundu,,
710,710,710,757,621,శ్రీ యేసు రాజ్యముండును,Shree Yesu raajyamundunu,பகலோன் கதிர்போலுமே,"सूर्य जहाँ अस्त उदय ... ख्रिस्त राज्य वहाँ करेगा,"
711,711,711,753,623,యేసు నీతి రక్తమేను,Yesu neethi rakhtamenu,"என் மீட்பர் இரத்தம் சிந்தினார்,","आशा का मेरी दृढ़ आधार, ख्रिस्त का लहू और धर्म आपार,"
712,712,712,0,624,యేసూ! నీరక్త నీతులు,Yesoo nee rakhta neethulu,,"मसीह का रक्त और धर्म अपार है मेरा सुन्दर धर्म सिंगार,"
713,713,713,755,626,యేసు నావాడని,Yesu naavaadini,இயேசுவை நம்பிப் பற்றிக்கொண்டேன்,"यीशु है मेरा, धन्य निश्चय ! मन में है देता आनन्द, विजय,"
714,714,714,756,620,శృంగార దేశము,Shrungaara deshamu,"பொன்னகர் இன்பத்தைப் பெற்றிடுவோம்,","जब दुःख मुसीबत हैं मेरे तमाम, और मुझको मिला आसमान में आराम,"
715,715,715,754,625,యేసుని చేతులందు - యేసుని,Yesuni chetulandu yesuni,"இயேசுவின் கைகள் காக்க,","रक्षित मसीह की गोद में, रक्षित मसीह के पास,"
716,716,716,359,0,అంత్యదినమందు దూత బూర,Antyadinamandu doota boora,"திவ்யக் காளச்சத்தம் கேட்க இயேசு தோன்றும் காலத்தில்,",
717,717,717,764,0,ఓహో! యెరూషలేమా,Oho Yerooshalemaa,மா சாலேம் சொர்ண நாடு பால் தேனாய் ஓடிடும்,
718,718,718,517,0,శ్రీ యేసు స్వామి తిరిగి,Shree yesu swaamy thirigi,பரத்துக்கேறு முன்னமே,
719,719,719,0,80,యేసు నిన్ను జూతు,Yesoo nin joothu,,"यहोवा महान और स्तुति के योग्य है,"
720,720,720,709,550,నేనే భయపడ వలదని,Nene bhayapada valadani,நான்தான் பயப்படவேண்டாம் என்றுரைத்தார் 2,"डरना नहीं मैं हूँ कहा है, ... उद्धारकर्ता यीशु प्रभु"
721,721,721,782,617,ప్రియయేసు రాజును,Priya Yesu raajunu,இன்ப இயேசு ராஜாவை நான் பார்த்தால் போதும்,"प्रैय यीशु राजा को मैं देखूँ, काफी है,"
722,722,722,0,527,"లెండీ, రండీ, భావి","Lendi randi, bhaavi",,"उठो, आओ, महान प्रभु के भावी गवाहो, उठो"
723,723,723,703,501,యేసుప్రభువే మహిమ,Yesu prabhuve mahima,கர்த்தர் இயேசுவே மகிமை நம்பிக்கையாய்,"मसीह हमारी महिमा की आशा, वह जो हम में है, (2)"
724,724,724,565,490,ప్రభూ నీ వాడను,Prabhoo nee vaadanu,நான் உமக்கே சொந்தம்,"प्रभु मैं तेरा हूँ, मसह मैं तेरा हूँ,"
725,725,725,779,608,పరలోకము నా దేశము,Paralokamu naa deshamu,பரலோகமே என் தேசமாம்,"स्वर्ग मेरा देश, स्वर्ग मेरा घर,"
726,726,726,702,480,నా కోరికలు తీరిపోయె,Naa korikalu theeripoye,என் ஆசைகள் யாவும் தீர்ந்ததே நேச இயேசுவில்,"अरमान मेरा मिट गया है, प्यारे यीशु में,"
727,727,727,765,603,ఎదురు చూచెదము దృఢ,Eduru choochedamu dhruda,அஸ்திபாரங்களுள்ள நகரத்திற்காய் நாம்,"हम उस स्थिर नेववाले नगर की, बाट अब जोहते हैं,"
728,728,728,772,606,ప్రభురాజ్యం నిశ్చలమైనది,Prabhu raajyam nishchala,கர்த்தரின் ராஜ்யம் அசையாதது,"प्रभु तेरा राज्य अटल है, नहीं टले सदा रहेगा"
729,729,729,771,607,నిశ్చలమైనది యేసు రాజ్యము,Nishchalamainadi Yesu raajyamu,என்றுமே நிலைத்திடும் இயேசு ராஜ்யமே 2,"यीशु का राज्य अटल है, वह हिलने का नहीं,"
730,730,730,676,0,"ప్రభువా, గురి యొద్దకే",Prabhuvaa guri yoddake,பிரபுவே இலக்கை நோக்கி,
731,731,731,0,0,క్రీస్తేసే మన మహిమ,Kristhese mana mahima,,
732,732,732,0,0,ప్రభువైన క్రీస్తులో తండ్రి,Prabhuvaina kristulo thandri,,
733,733,733,0,0,పర్వతములు తొలగిపోయినను,Parvathamulu tholagi,,
